Instance 	 p 	 q 
89 	 [41, 8, 17, 44, 58, 15, 55, 46, 18, 93, 16, 60, 8, 59, 72, 57, 31, 61, 15, 63, 54, 47, 57, 13, 49, 98, 73, 50, 77, 94, 39, 48, 69, 31, 66, 30, 33, 53, 5, 93, 65, 82, 6, 100, 52, 1, 34, 98, 91, 26, 10, 39, 86, 89, 12, 77, 51, 43, 75, 7, 75, 68, 45, 9, 77, 5, 66, 59, 9, 15, 52, 79, 17, 32, 3, 93, 77, 66, 74, 61, 52, 55, 93, 17, 3, 3, 27, 80, 78, 36, 23, 25, 91, 96, 46, 40, 32, 34, 30, 89] 	 [89, 71, 95, 7, 52, 75, 41, 54, 21, 98, 59, 48, 25, 77, 44, 40, 51, 75, 89, 46, 16, 16, 4, 35, 84, 44, 89, 1, 95, 89, 12, 36, 17, 100, 90, 53, 83, 48, 48, 85, 97, 28, 19, 48, 49, 20, 34, 60, 91, 99, 9, 89, 45, 59, 25, 32, 57, 45, 25, 21, 33, 98, 37, 55, 76, 86, 18, 28, 59, 3, 77, 18, 73, 24, 76, 87, 84, 51, 71, 77, 79, 20, 80, 55, 56, 22, 45, 7, 18, 77, 45, 15, 81, 81, 65, 89, 16, 94, 58, 55] 
90 	 [80, 41, 12, 42, 7, 22, 89, 87, 13, 77, 33, 100, 79, 14, 64, 66, 50, 96, 88, 37, 62, 76, 3, 4, 65, 41, 61, 66, 64, 66, 31, 9, 35, 85, 61, 41, 61, 45, 9, 24, 54, 30, 34, 65, 30, 63, 44, 81, 40, 44, 92, 14, 40, 54, 59, 68, 92, 69, 9, 25, 3, 44, 74, 6, 3, 73, 94, 37, 77, 27, 73, 47, 45, 100, 59, 23, 25, 44, 18, 81, 67, 39, 45, 42, 46, 54, 31, 20, 21, 46, 18, 19, 97, 77, 76, 49, 9, 82, 70, 44] 	 [21, 44, 72, 30, 1, 89, 78, 20, 36, 57, 95, 17, 34, 70, 53, 38, 60, 20, 43, 20, 32, 56, 91, 11, 75, 78, 48, 23, 57, 45, 15, 82, 23, 78, 98, 95, 8, 40, 15, 80, 11, 14, 28, 33, 98, 51, 96, 94, 40, 100, 57, 29, 33, 72, 88, 89, 64, 83, 15, 4, 11, 74, 65, 93, 85, 92, 99, 14, 2, 97, 63, 70, 31, 99, 25, 37, 8, 54, 22, 89, 85, 56, 1, 95, 38, 65, 81, 56, 30, 58, 7, 12, 31, 83, 55, 14, 79, 88, 47, 46] 
91 	 [5, 34, 20, 19, 40, 61, 7, 75, 26, 92, 70, 98, 42, 74, 98, 54, 4, 33, 87, 87, 11, 74, 26, 86, 58, 33, 56, 57, 31, 66, 40, 34, 60, 42, 37, 19, 53, 3, 89, 1, 91, 30, 35, 76, 74, 1, 15, 92, 38, 97, 46, 43, 15, 45, 74, 20, 30, 12, 52, 30, 91, 37, 25, 73, 17, 54, 51, 50, 28, 36, 92, 59, 27, 87, 96, 54, 55, 95, 19, 30, 24, 32, 31, 62, 59, 84, 78, 86, 88, 56, 89, 51, 99, 94, 40, 31, 89, 11, 35, 8] 	 [81, 26, 14, 87, 3, 54, 41, 26, 15, 68, 56, 35, 90, 17, 3, 14, 91, 44, 53, 25, 47, 81, 81, 47, 63, 64, 97, 34, 51, 18, 8, 83, 73, 52, 25, 8, 3, 72, 27, 90, 15, 47, 69, 22, 45, 95, 55, 5, 81, 18, 82, 78, 33, 4, 74, 64, 75, 82, 90, 30, 70, 20, 12, 58, 76, 63, 97, 32, 65, 12, 24, 25, 6, 78, 87, 5, 37, 88, 36, 37, 31, 73, 83, 85, 5, 26, 27, 95, 3, 36, 72, 44, 78, 25, 12, 83, 72, 4, 18, 3] 
92 	 [98, 55, 87, 53, 22, 16, 27, 52, 78, 25, 44, 7, 90, 64, 61, 89, 34, 62, 45, 76, 2, 61, 86, 78, 30, 13, 59, 36, 39, 63, 26, 47, 24, 9, 18, 24, 61, 5, 68, 77, 24, 38, 19, 4, 89, 29, 79, 71, 24, 11, 26, 5, 73, 18, 33, 71, 62, 93, 30, 44, 56, 80, 9, 54, 31, 61, 30, 50, 47, 59, 35, 57, 98, 38, 6, 58, 38, 74, 74, 9, 31, 25, 86, 71, 91, 94, 99, 2, 14, 11, 85, 94, 82, 10, 16, 69, 59, 94, 98, 98] 	 [1, 19, 17, 24, 9, 39, 13, 24, 69, 16, 94, 17, 36, 41, 48, 97, 77, 10, 70, 4, 77, 24, 24, 57, 82, 70, 94, 57, 85, 14, 30, 80, 32, 84, 98, 4, 15, 65, 90, 95, 43, 26, 69, 35, 21, 90, 34, 77, 83, 36, 70, 27, 94, 53, 65, 65, 42, 37, 98, 75, 93, 82, 31, 62, 69, 78, 23, 14, 3, 100, 10, 99, 72, 98, 5, 46, 96, 44, 84, 36, 94, 99, 61, 21, 82, 52, 35, 1, 54, 58, 68, 67, 98, 3, 2, 2, 17, 66, 66, 79] 
93 	 [8, 65, 54, 69, 4, 19, 99, 83, 7, 13, 81, 25, 10, 80, 53, 75, 78, 58, 34, 66, 30, 30, 74, 93, 45, 13, 88, 25, 74, 5, 37, 98, 48, 24, 23, 72, 64, 32, 29, 28, 29, 66, 11, 51, 48, 16, 76, 27, 73, 62, 25, 13, 88, 48, 49, 19, 33, 95, 10, 59, 88, 8, 18, 54, 95, 59, 20, 76, 36, 53, 22, 10, 55, 76, 15, 88, 97, 60, 78, 62, 39, 97, 18, 14, 84, 44, 84, 86, 91, 86, 63, 34, 10, 82, 8, 88, 50, 16, 64, 75] 	 [37, 9, 77, 39, 56, 52, 54, 10, 30, 33, 30, 49, 25, 62, 38, 40, 47, 52, 13, 14, 36, 57, 28, 42, 89, 79, 50, 48, 75, 18, 25, 6, 79, 6, 12, 23, 83, 21, 58, 95, 92, 70, 49, 43, 3, 77, 99, 90, 18, 75, 77, 97, 48, 75, 62, 73, 60, 77, 97, 59, 51, 36, 5, 77, 33, 87, 24, 75, 8, 32, 28, 15, 90, 45, 49, 8, 68, 94, 57, 3, 63, 91, 94, 49, 88, 91, 39, 41, 28, 22, 69, 96, 11, 4, 40, 30, 46, 37, 19, 88] 
94 	 [25, 38, 23, 90, 98, 70, 53, 17, 13, 36, 8, 54, 3, 37, 56, 35, 60, 23, 66, 44, 99, 42, 17, 35, 1, 25, 82, 94, 3, 96, 66, 90, 41, 10, 71, 86, 28, 58, 79, 96, 68, 15, 52, 16, 21, 56, 91, 69, 51, 11, 35, 84, 38, 34, 96, 66, 96, 41, 91, 61, 32, 88, 22, 32, 65, 21, 40, 60, 85, 17, 59, 2, 15, 52, 22, 20, 27, 38, 20, 76, 12, 16, 98, 23, 50, 34, 90, 48, 28, 75, 16, 2, 68, 72, 82, 97, 28, 14, 52, 99] 	 [6, 30, 26, 35, 59, 60, 61, 16, 13, 9, 62, 27, 35, 66, 31, 11, 29, 5, 41, 94, 48, 54, 26, 96, 89, 75, 1, 59, 66, 23, 71, 19, 85, 20, 41, 97, 82, 16, 83, 13, 98, 11, 42, 1, 30, 53, 71, 45, 87, 31, 44, 8, 61, 66, 27, 6, 77, 42, 8, 28, 97, 31, 10, 17, 32, 70, 43, 55, 55, 100, 42, 40, 65, 89, 68, 32, 9, 97, 95, 61, 20, 46, 72, 56, 18, 60, 67, 99, 12, 15, 3, 5, 66, 36, 36, 27, 9, 11, 57, 52] 
95 	 [26, 82, 31, 43, 16, 99, 25, 36, 65, 60, 97, 61, 72, 86, 15, 16, 26, 78, 49, 88, 73, 15, 27, 31, 61, 7, 1, 52, 45, 15, 21, 36, 96, 91, 39, 20, 12, 57, 48, 27, 56, 3, 40, 40, 63, 90, 93, 95, 39, 74, 77, 46, 85, 11, 24, 76, 7, 8, 10, 39, 77, 75, 56, 41, 13, 79, 89, 36, 23, 35, 31, 93, 36, 100, 16, 43, 36, 78, 54, 89, 49, 98, 20, 80, 33, 58, 18, 72, 74, 33, 16, 37, 46, 51, 57, 84, 89, 1, 41, 69] 	 [23, 98, 84, 77, 80, 23, 17, 58, 4, 43, 6, 46, 52, 86, 92, 50, 62, 48, 32, 5, 61, 50, 90, 85, 37, 51, 21, 27, 71, 77, 90, 67, 27, 1, 83, 88, 33, 38, 49, 55, 10, 86, 63, 21, 69, 34, 86, 79, 83, 60, 17, 40, 17, 83, 73, 96, 57, 57, 81, 91, 64, 26, 52, 97, 24, 31, 89, 82, 41, 82, 17, 60, 40, 44, 77, 8, 10, 48, 1, 1, 87, 13, 7, 42, 5, 69, 87, 93, 90, 47, 77, 79, 9, 42, 49, 47, 23, 28, 27, 39] 
96 	 [42, 31, 12, 11, 3, 86, 81, 98, 44, 41, 79, 41, 53, 19, 9, 81, 30, 58, 58, 19, 70, 85, 34, 12, 2, 53, 41, 18, 67, 24, 31, 1, 9, 99, 33, 35, 43, 82, 67, 91, 86, 100, 91, 74, 34, 51, 92, 94, 31, 84, 82, 47, 82, 52, 7, 48, 23, 64, 24, 9, 57, 84, 29, 80, 31, 86, 72, 5, 2, 25, 70, 87, 64, 81, 14, 23, 22, 43, 32, 66, 52, 27, 20, 36, 30, 85, 21, 38, 65, 32, 24, 20, 33, 94, 49, 8, 36, 25, 53, 31] 	 [94, 22, 36, 98, 36, 19, 32, 23, 1, 58, 15, 15, 87, 44, 43, 56, 43, 36, 10, 11, 4, 58, 52, 71, 28, 73, 3, 32, 61, 67, 71, 18, 12, 29, 68, 55, 79, 57, 60, 94, 95, 16, 6, 97, 45, 98, 49, 22, 77, 26, 74, 66, 4, 66, 9, 92, 23, 4, 14, 43, 59, 17, 60, 16, 96, 49, 65, 66, 97, 39, 51, 98, 67, 100, 46, 65, 39, 60, 32, 73, 19, 35, 2, 45, 70, 83, 72, 78, 48, 43, 60, 23, 53, 5, 10, 79, 5, 12, 15, 89] 
97 	 [50, 69, 73, 96, 85, 87, 27, 16, 20, 98, 26, 29, 95, 62, 95, 95, 54, 95, 8, 42, 38, 75, 38, 86, 77, 58, 35, 62, 55, 47, 57, 70, 86, 64, 20, 47, 45, 77, 50, 42, 18, 7, 49, 51, 64, 63, 13, 88, 26, 92, 21, 48, 22, 49, 33, 79, 50, 95, 18, 58, 82, 90, 69, 71, 68, 33, 44, 41, 35, 43, 71, 94, 17, 87, 45, 72, 4, 47, 91, 51, 13, 28, 77, 6, 17, 49, 97, 95, 19, 31, 89, 40, 70, 10, 63, 96, 98, 77, 1, 91] 	 [86, 18, 10, 5, 20, 45, 5, 60, 99, 24, 35, 65, 62, 90, 68, 44, 84, 27, 29, 62, 15, 62, 42, 77, 59, 30, 18, 32, 6, 68, 73, 13, 59, 65, 78, 62, 99, 8, 51, 32, 65, 53, 75, 55, 51, 47, 19, 27, 23, 30, 64, 2, 49, 75, 46, 71, 85, 59, 75, 39, 45, 35, 93, 70, 44, 1, 24, 33, 75, 11, 99, 80, 69, 23, 55, 100, 22, 43, 41, 1, 25, 18, 27, 50, 6, 70, 59, 55, 64, 65, 24, 57, 78, 94, 86, 74, 41, 91, 51, 17] 
98 	 [71, 90, 13, 68, 96, 55, 81, 85, 62, 59, 65, 54, 43, 85, 80, 97, 24, 25, 19, 74, 61, 23, 81, 48, 7, 23, 24, 22, 97, 87, 90, 63, 37, 20, 25, 78, 3, 64, 2, 15, 39, 99, 89, 43, 66, 65, 47, 3, 39, 61, 11, 10, 82, 90, 60, 15, 21, 72, 36, 51, 3, 10, 81, 66, 14, 86, 15, 96, 65, 17, 73, 97, 32, 92, 58, 98, 63, 29, 39, 37, 52, 46, 6, 20, 68, 89, 52, 29, 21, 63, 29, 51, 12, 84, 89, 67, 69, 54, 44, 16] 	 [38, 36, 69, 73, 60, 68, 95, 29, 30, 12, 26, 91, 47, 46, 50, 73, 16, 61, 97, 23, 97, 97, 56, 79, 72, 97, 13, 56, 77, 9, 39, 43, 69, 74, 21, 92, 5, 68, 32, 41, 80, 92, 45, 56, 50, 51, 40, 76, 78, 93, 39, 36, 47, 7, 35, 89, 70, 11, 33, 34, 11, 97, 14, 70, 20, 29, 1, 37, 80, 49, 44, 82, 44, 12, 95, 8, 9, 10, 13, 85, 1, 18, 97, 60, 19, 11, 78, 57, 44, 85, 94, 87, 53, 2, 40, 78, 22, 24, 97, 93] 
99 	 [77, 65, 76, 59, 31, 19, 60, 20, 78, 94, 77, 94, 23, 46, 42, 12, 14, 21, 77, 47, 98, 45, 65, 30, 15, 61, 63, 31, 30, 80, 70, 87, 89, 3, 75, 22, 100, 99, 11, 87, 92, 81, 43, 38, 76, 60, 47, 15, 6, 28, 88, 77, 13, 20, 8, 84, 85, 91, 81, 91, 3, 54, 34, 58, 36, 92, 9, 27, 87, 42, 62, 24, 12, 64, 53, 45, 78, 16, 63, 49, 85, 79, 29, 98, 43, 98, 27, 50, 77, 34, 45, 82, 47, 9, 56, 15, 91, 88, 53, 51] 	 [87, 69, 43, 28, 82, 83, 1, 39, 86, 79, 16, 28, 57, 50, 24, 73, 92, 18, 67, 27, 39, 9, 32, 17, 44, 51, 2, 54, 79, 5, 10, 20, 46, 3, 34, 55, 26, 10, 35, 33, 48, 40, 37, 10, 52, 79, 54, 22, 50, 28, 23, 43, 52, 71, 28, 51, 58, 98, 40, 56, 30, 63, 15, 14, 77, 80, 15, 55, 17, 21, 49, 8, 14, 51, 22, 32, 97, 17, 44, 64, 58, 93, 27, 60, 17, 93, 19, 78, 57, 65, 63, 66, 61, 19, 54, 8, 38, 37, 39, 58] 
100 	 [55, 61, 89, 50, 54, 89, 43, 100, 33, 30, 76, 41, 43, 81, 6, 28, 61, 52, 76, 75, 98, 62, 99, 100, 2, 53, 86, 2, 52, 48, 40, 74, 59, 79, 8, 92, 80, 56, 36, 62, 73, 67, 37, 41, 11, 98, 31, 82, 1, 93, 55, 24, 63, 71, 17, 52, 6, 19, 68, 36, 55, 62, 5, 64, 20, 45, 58, 9, 66, 69, 28, 96, 46, 94, 68, 75, 7, 24, 20, 80, 48, 46, 17, 66, 10, 41, 92, 32, 1, 93, 59, 7, 68, 18, 21, 29, 65, 55, 14, 39] 	 [65, 14, 48, 87, 12, 23, 39, 67, 17, 51, 44, 62, 56, 82, 93, 56, 87, 26, 49, 70, 1, 86, 38, 88, 65, 55, 100, 21, 25, 24, 69, 34, 68, 79, 66, 62, 83, 88, 43, 44, 14, 66, 29, 81, 86, 99, 39, 100, 40, 44, 31, 11, 86, 35, 33, 97, 34, 11, 24, 34, 83, 27, 60, 29, 71, 84, 96, 62, 6, 20, 16, 7, 1, 13, 72, 36, 18, 59, 98, 41, 31, 69, 30, 98, 4, 73, 21, 8, 4, 97, 84, 92, 60, 72, 86, 51, 4, 84, 15, 2] 
